side,n,seed,family,algo,rounds_eps3,conv_eps3,rounds_eps6,conv_eps6,maxr,alpha,secs,note
32,1024,39,curved,heat,124,1,396,1,40000,0.5,0.012,
32,1024,39,curved,pushsum,104,1,316,1,40000,0.5,0.011,
32,1024,39,curved,gossip,5261,1,15159,1,40000,0.5,0.308,
32,1024,39,shuffled,heat,66,1,175,1,40000,0.5,0.005,connected_double_edge_swap
32,1024,39,shuffled,pushsum,60,1,158,1,40000,0.5,0.005,connected_double_edge_swap
32,1024,39,shuffled,gossip,2209,1,6458,1,40000,0.5,0.134,connected_double_edge_swap
32,1024,39,rreg4,heat,61,1,147,1,40000,0.5,0.006,rreg4_try0
32,1024,39,rreg4,pushsum,37,1,90,1,40000,0.5,0.004,rreg4_try0
32,1024,39,rreg4,gossip,37,1,90,1,40000,0.5,0.004,rreg4_try0
32,1024,40,flat,heat,2817,1,8286,1,40000,0.5,0.199,
32,1024,40,flat,pushsum,1684,1,5134,1,40000,0.5,0.129,
32,1024,40,flat,gossip,1716,1,5244,1,40000,0.5,0.099,
32,1024,40,curved,heat,188,1,502,1,40000,0.5,0.012,
32,1024,40,curved,pushsum,122,1,317,1,40000,0.5,0.009,
32,1024,40,curved,gossip,2746,1,7210,1,40000,0.5,0.145,
32,1024,40,shuffled,heat,95,1,301,1,40000,0.5,0.009,connected_double_edge_swap
32,1024,40,shuffled,pushsum,79,1,244,1,40000,0.5,0.009,connected_double_edge_swap
32,1024,40,shuffled,gossip,1885,1,5781,1,40000,0.5,0.117,connected_double_edge_swap
32,1024,40,rreg4,heat,55,1,145,1,40000,0.5,0.005,rreg4_try0
32,1024,40,rreg4,pushsum,34,1,89,1,40000,0.5,0.008,rreg4_try0
32,1024,40,rreg4,gossip,34,1,89,1,40000,0.5,0.005,rreg4_try0
32,1024,41,flat,heat,2376,1,7844,1,40000,0.5,0.186,
32,1024,41,flat,pushsum,1394,1,4842,1,40000,0.5,0.119,
32,1024,41,flat,gossip,1420,1,4947,1,40000,0.5,0.095,
32,1024,41,curved,heat,133,1,337,1,40000,0.5,0.01,
32,1024,41,curved,pushsum,110,1,253,1,40000,0.5,0.007,
32,1024,41,curved,gossip,7350,1,18721,1,40000,0.5,0.358,
32,1024,41,shuffled,heat,77,1,191,1,40000,0.5,0.006,connected_double_edge_swap
32,1024,41,shuffled,pushsum,63,1,150,1,40000,0.5,0.005,connected_double_edge_swap
32,1024,41,shuffled,gossip,2911,1,8019,1,40000,0.5,0.173,connected_double_edge_swap
32,1024,41,rreg4,heat,62,1,149,1,40000,0.5,0.005,rreg4_try0
32,1024,41,rreg4,pushsum,38,1,91,1,40000,0.5,0.004,rreg4_try0
32,1024,41,rreg4,gossip,38,1,91,1,40000,0.5,0.003,rreg4_try0
